FileName,Loc,AvgAssignment,AvgBlankLines,AvgColon,AvgComment,AvgDash,AvgEnvLenght,AvgEnvVariable,AvgIfStatement,AvgIndentation,AvgKeyword,AvgLineLenght,AvgNumber,AvgParenthesis,AvgScriptLenght,AvgSpace,MaxEnvLenght,MaxEnvVariable,MaxIndentation,MaxLineeLenght,MaxNumber,MaxOccurencesCharacter,MaxOccurrencesEnv,MaxScriptLenght,Redable
2c598cc77822b27eef5ee6c2810ed6da49ff95bf.yml,354,0.4702194357366771,0.0225988700564971,0.4827586206896552,0.0847457627118644,1.3824451410658307,15.0,0.0028248587570621,0.0031152647975077,5.364485981308412,0.4678899082568807,18.774011299435028,0.2570532915360501,0.0438871473354232,42.5,6.3465045592705165,15,1,8,256,5,441,3,68,1
1753e4140b1eea1b26a9bab61cd36a645a9ba1fe.yml,474,0.4337899543378995,0.0168776371308016,0.5159817351598174,0.0590717299578059,1.269406392694064,5.475,0.2510548523206751,0.0022675736961451,5.360544217687075,0.5044843049327354,17.637130801687764,0.2762557077625571,0.0273972602739726,46.4,6.287305122494432,15,7,8,256,5,556,27,68,0
8320ae43b11ab92bc68c0acfb755b9b65b6c261a.yml,92,0.0441176470588235,0.0760869565217391,0.4411764705882353,0.1847826086956521,1.2058823529411764,0.0,0.0108695652173913,0.0,3.2098765432098766,0.3866666666666666,22.782608695652176,1.1323529411764706,0.0588235294117647,32.7,4.329545454545454,0,1,6,182,31,82,0,52,1
9a3d4b1d2ecbc0746c49ca7d822a17e8a5c44f44.yml,105,0.0869565217391304,0.0952380952380952,0.4130434782608695,0.0285714285714285,1.6304347826086956,0.0,0.0095238095238095,0.0,6.26595744680851,0.3529411764705882,24.77142857142857,1.141304347826087,0.108695652173913,39.88235294117647,7.519230769230769,0,1,12,182,31,155,0,145,0
80fc8e16b2c4294e7ee282f7e1f5bce88c3129d7.yml,149,0.0297029702970297,0.0536912751677852,0.4851485148514851,0.2885906040268456,1.1287128712871286,0.0,0.0067114093959731,0.0,3.022556390977444,0.4403669724770642,24.187919463087248,0.9108910891089108,0.0594059405940594,25.74074074074074,4.822695035460993,0,1,6,182,31,132,0,98,1
86cdcae55b4e8cbfaa3bbcd0c65eb5ea926a096d.yml,105,0.0869565217391304,0.0952380952380952,0.4130434782608695,0.0285714285714285,1.6304347826086956,0.0,0.0095238095238095,0.0,6.26595744680851,0.3529411764705882,24.77142857142857,1.141304347826087,0.108695652173913,39.88235294117647,7.519230769230769,0,1,12,182,31,155,0,145,0
a36c4cf4915f65d1410c3ae1bcc2254b990cd745.yml,87,0.5942028985507246,0.2068965517241379,0.3333333333333333,0.0,1.2463768115942029,16.285714285714285,0.057471264367816,0.1594202898550724,2.6666666666666665,0.264367816091954,25.41379310344828,0.5797101449275363,1.7971014492753623,60.5,5.839080459770115,38,1,8,99,6,163,8,106,1
4b4f873a73c57c831d542679f708499dc1046849.yml,88,0.5857142857142857,0.2045454545454545,0.3428571428571428,0.0,1.2285714285714286,16.285714285714285,0.0568181818181818,0.1571428571428571,2.685714285714285,0.2727272727272727,25.227272727272727,0.5714285714285714,1.7714285714285714,60.5,5.829545454545454,38,1,8,99,6,157,8,106,0
7807132efce0b6bc0238c8dd0164392aa315c19f.yml,35,0.3333333333333333,0.2285714285714285,0.4814814814814814,0.0,1.1851851851851851,14.0,0.0571428571428571,0.037037037037037,1.851851851851852,0.3714285714285714,13.571428571428571,0.2222222222222222,0.1481481481481481,36.888888888888886,2.5428571428571427,14,1,6,68,2,32,4,74,1
64eb548bf177bba106e05341b6e447afea93db32.yml,35,0.3333333333333333,0.2285714285714285,0.4814814814814814,0.0,1.1851851851851851,14.0,0.0571428571428571,0.037037037037037,1.851851851851852,0.3714285714285714,13.685714285714283,0.2222222222222222,0.1481481481481481,37.333333333333336,2.5428571428571427,14,1,6,70,2,32,4,74,1
