repo,before,after,Loc,AvgAssignment,AvgBlankLines,AvgColon,AvgComment,AvgDash,AvgEnvLenght,AvgEnvVariable,AvgIfStatement,AvgIndentation,AvgKeyword,AvgLineLenght,AvgNumber,AvgParenthesis,AvgScriptLenght,AvgSpace,MaxEnvLenght,MaxEnvVariable,MaxIndentation,MaxLineeLenght,MaxNumber,MaxOccurencesCharacter,MaxOccurrencesEnv,MaxScriptLenght
casadi/casadi,4a5367bb6a8a266528460c43622199595bd4041c,4b6bc45f0e41e0dbc13db1033959ab8ab49f8757,-2.0,0.005366947372137831,0.00037200651011392444,0.003036562328972703,0.00018600325505696222,0.0007414861500980585,0.0,0.0008370146477563317,0.0,-0.014600550964186887,0.002304036864589798,-0.010354181198167112,-0.060201613615098015,0.0013417368430344578,0.10983078999273488,-0.020528683914511348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timescale/timescaledb,316c6a82c61e6e399c61262e019fa75fa93ef7ad,d2ada380ec09c8ec13699fbcfba0c2abd2d120c8,0.0,0.0,0.0,0.0,0.0,-0.15708812260536398,0.0,0.0,0.0,0.0,0.0,-3.724358974358978,-0.3141762452107282,0.0,0.0,-0.16025641025641058,0.0,0.0,0.0,0.0,0.0,-101.0,0.0,0.0
fontforge/fontforge,17e35844d6bfd37ed03963a9afc495263e0142ea,27d2bd812e27dc7b8b98afbee7cc88d952ff8728,-1.0,0.003083247687564239,0.0006692025922795108,0.0035457348406988665,0.000387433079740776,0.012589928057553879,0.0,0.0002817695125387418,0.0005369127516778455,-0.0007158836689038495,0.0022689276331502306,0.1074246266553942,0.008941418293936243,0.0033915724563206573,0.5507219548315447,0.00831220061989324,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
openstreetmap/osm2pgsql,908ea564627f53deab1e54ded29bfd1ba38e3bdb,d88cc2ca5d695f09d4d20ba4ed87411c37540326,28.0,0.07996632996632996,0.009726954031501506,-0.005892255892255838,-0.01604700538191873,-0.16666666666666674,1.3282828282828283,0.07509998518737965,-0.0016016016016016012,0.0748748748748751,-0.006746784735399525,0.10586086011948836,0.03367003367003352,-0.010101010101010083,2.7738095238095255,-0.15833838077932594,2.0,0.0,-5.0,7.0,0.0,18.0,2.0,0.0
the-benchmarker/web-frameworks,57c7c19a4e3dd9540def83813f1d1e7658d0b7ca,51a399bc6e41e62f08e83d2e5d18369b884728c3,-24.0,0.08294283036551076,-0.0296069058999786,-0.09025304592314902,-0.03724049368623814,-0.019962511715089004,0.0,0.14040094171363338,-0.008928571428571428,1.8112244897959182,-0.07156862745098039,-0.9228793607762,-0.04179943767572633,-0.19756326148078723,-16.40476190476191,1.5297628521406974,0.0,0.0,0.0,-60.0,-4.0,-1.0,0.0,-67.0
ycm-core/ycmd,5a7e7e7d5168139482a5dc103003d497a8c0918f,ebbed48048dbd9f12ce8548e320e7ebafa71cd77,0.0,-0.02855631940772077,0.0,0.00687466948704385,0.028169014084507032,0.015864621893178166,-0.3125,-0.02816901408450706,0.0,0.0,0.00687466948704385,0.19718309859154814,-0.10682178741406667,0.0005288207297726097,0.0,0.08450704225352101,-1.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0
fossasia/susi_server,dadd323d917fd77f5379aade41b6f3715102e5e6,ac183876b034e7545f520e75ccff199875ce3d68,-4.0,0.012882447665056362,0.0,0.03542673107890493,0.0,0.0032206119162641045,0.0,0.012882447665056362,0.0,-0.08051529790660217,0.02898550724637683,3.2093397745571686,0.26409017713365524,0.0,0.0,-0.03864734299516903,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0
Baeldung/stackify,96175f7b167bd2f01544301f43cf2a1b3400df47,ec1f198ed2599fb98867bdd0a9595a0b3e12d2df,0.0,0.0,0.0,-0.0625,0.0,-0.0625,0.0,0.0,0.0,0.0,0.0,-0.545454545454545,-0.0625,0.0,-13.0,-0.045454545454545414,0.0,0.0,0.0,-12.0,-1.0,0.0,0.0,-13.0
mdn/kuma,f23a1a78613a158c9dfbbaf37e32fc51e4f2143a,96c7b90bb9496759fcc638e825bc34a23be3578d,26.0,-0.015480895915678528,-0.004067584480600751,0.06488801054018445,-0.004067584480600751,-0.20322793148880103,-0.29512516469038275,-0.003441802252815984,-0.008345369924570693,1.7367998716096933,0.07847857486759746,-2.6489361702127674,-0.014163372859025025,-0.03425559947299078,0.0,1.5147058823529411,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0
paramiko/paramiko,47ba15f8c20819ee93f79cbd9e718ba93b6102bf,ea2f51adad592beab6a4e69a5efc935eadaeaa0b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OpenDUNE/OpenDUNE,6ea053a62d3c86aabe31189cf0d60237a397d4f7,46e30538e9935d0de4a2a4a964ea1920507e7a48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37209302325581284,0.0,0.0,-2.7142857142857153,-0.07500000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
godotengine/godot,68bfea5aa0e82279ea1aacb675f59ace9c174fa7,ba3406fffef4ed01a55b77bdb2259d8f538ea877,-5.0,0.08053568152632545,-0.004718016238753564,0.05705375160521009,-0.1401141101601931,-0.02898550724637672,-0.3878787878787886,0.09425060346719333,0.0035043453882814685,0.8345948976731146,0.06193820224719099,7.417160412552118,1.2797651807007888,0.010273344340487989,0.0,0.31322094055013316,0.0,0.0,0.0,586.0,96.0,28.0,-2.0,0.0
Apipie/apipie-rails,e80c0b0c772d370c97a235881b7c2a9fbe2bf987,dfe5ef9c07e9e1cbb10ef1e0b31966b9f17e738e,5.0,0.0,0.0,0.02922077922077926,-0.010822510822510817,0.0043290043290044045,0.0,0.0,-0.005411255411255408,0.2554112554112553,0.02922077922077926,0.04978354978354993,0.1071428571428572,0.0,0.0,0.25108225108225035,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
StevenBlack/hosts,c00c233aaba5c32a2718e8c72119995f9908d55c,942069db819ea490453a185be3c502d634cadfe2,1.0,0.035,-0.008021390374331527,-0.021666666666666612,0.0,0.016666666666666607,0.0,0.027629233511586457,0.0,0.030000000000000027,-0.010695187165775388,0.2985739750445635,0.06666666666666671,0.0,0.0,0.04367201426024958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
babel/babel,b8f3453d3c695582749f25baae9d7dcd26e11b59,97075c90918255ac21c41307a0db99743ecfaecf,-4.0,0.015849056603773615,0.00735294117647059,-0.014716981132075535,-0.00919117647058823,0.0,0.0,0.00643382352941177,0.007142857142857131,0.004761904761904745,-0.017806670435274063,0.388786764705884,-0.0792452830188679,0.013584905660377344,0.0,-0.04411764705882337,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0
slimphp/Slim,4befc83c091f99100c2585f65ccee7446d2d700a,9fac68f6236f938d6e9a3937da79de21a3a4b1a9,-1.0,0.0,-0.024731182795698914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8397849462365592,0.0,0.0,0.0,0.08172043010752716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nlohmann/json,a07cdb14ecfbf84c38643c23b3490a684991eb4c,ddc5442c91b54837060404f91e46f27d968f60d2,20.0,0.003078343851008164,0.011135057471264365,0.0246267508080652,-0.017959770114942528,-0.10189318146837012,0.0,0.01831896551724138,-0.0023443223443223443,-0.06915750915750962,0.012724879333040784,-0.9543821839080486,0.07603509311990148,-0.06895490226258272,1.0909090909090935,-0.18897306397306401,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0
secdev/scapy,1fef86c34efa6c7c94ebc54e19a509e5a6df5387,f805cd4c7d546960fbc2fd0b98c7a77ce6269101,-51.0,-0.00834016953787256,-0.005939004815409321,-0.01996171725458029,-0.012199036918138041,0.11648892534864641,-0.6274509803921564,-0.0018459069020866914,0.0,-0.40924657534246656,-0.009447415329768227,-0.3586677367576243,0.1592835657642877,0.020235165436149852,0.0,-0.28871519296531467,0.0,-1.0,0.0,-18.0,0.0,-34.0,-4.0,0.0
ccxt/ccxt,1a059e9d5a8702ecfda4726838725284c2fef63c,ef1c3c224bf9c3f7c4a0e0cedf4cecc1923a492d,-4.0,0.0,0.0013736263736263757,0.0,-0.0673076923076923,0.0,0.0,0.0027472527472527514,0.0,0.0,0.0,1.1414835164835182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imbs-hl/ranger,048606250cd4828caff23ec0b9e3b78472659d8d,d81b8e0672f2360ada7602f9fb9fc17e2c5f4e45,-2.0,0.0,0.010416666666666657,0.0,-0.0625,-0.1200000000000001,0.0,0.0,0.0,0.0,0.0,0.3374999999999986,0.0,0.0,6.030303030303031,-0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ampproject/amphtml,fb0a2e86161b9d2d95845e3651c293b38546e1eb,92908d42f9a69beb9adbd5577ebef444ddf4f1ca,2.0,-0.0004938881343375702,0.0,-0.0018520805037658405,-0.0013022246337493215,0.010001234720335761,0.0,0.0,0.0,0.10526315789473673,-0.0016051364365970988,-0.3676614215952263,-0.005185825410544492,-0.0009877762686751404,-6.0717948717948715,0.1064568638090071,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
transloadit/uppy,fdd7efc9fa8d6cc156ec74f0a484e98ba16dd7d7,eedc1187afe62141c78090b72b9b2e676bb8592a,-3.0,-0.041666666666666685,0.0005127036572860899,0.016666666666666607,-0.01338726216247009,-0.07499999999999996,-3.5555555555555554,-0.05166913523983141,-0.048899129544290834,1.1058627752176138,0.04065040650406504,1.3127492309445188,0.01666666666666572,-0.38333333333333336,-29.316666666666666,0.9718000366233284,-12.0,0.0,2.0,0.0,0.0,19.0,-3.0,-96.0
cytopia/devilbox,8f71c56a51ef991d9f23ffb9bec6bd8c24c21fd3,a06e7d5ea1bba84389b394562af8ec616a2860f8,10.0,-0.3479750778816202,0.010884446878422785,-0.03229491173416406,-0.07667031763417309,-0.23271028037383168,0.0,-0.06879791894852127,0.016966449802270696,0.7041714504401071,-0.022280092592592587,-1.1153477546549837,-0.6833852544132917,0.05212876427829699,-12.51666666666667,0.21600955794504184,0.0,0.0,0.0,-36.0,-4.0,3.0,2.0,-45.0
graphhopper/graphhopper,b239b832af1f0b0c574a2554eea49e99dbd2c55c,4b8dc117ebb199b7d10e8cc9951b33778ec1d156,-2.0,-0.00047281323877068626,0.004536290322580655,0.025531914893616947,0.004536290322580655,-0.05437352245862881,-1.333333333333333,-0.013104838709677422,0.004166666666666666,-0.008333333333333304,0.016534391534391513,0.10685483870967971,-0.023167848699763738,0.017021276595744705,0.5620915032679719,-0.013975617008623153,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0
buildbot/buildbot,a0b355eba80f30fa29db17705381e8fcc65f24fe,26ee924f03ff2254f821002007000dfe71db18f4,-79.0,-0.20999999999999996,0.0030298439630359053,0.08500000000000002,-0.016512649598545676,-0.23041666666666671,1.53225806451613,-0.016512649598545676,-0.08341733870967742,0.5,0.06732723577235772,-5.0088622935918785,-0.10249999999999998,-0.3466666666666666,-13.944444444444443,-0.6106960950764,0.0,0.0,0.0,0.0,-1.0,-128.0,-14.0,0.0
keyboardio/Kaleidoscope,480e644104cd0cd90b9a73acd572d70e2a017be6,5e91e2b1454ca2568aec06a6bf8f2f0a9fcf73ce,-7.0,0.023809523809523808,0.0,0.0,0.0,0.16666666666666663,0.0,0.0,0.0,-0.9999999999999998,0.04761904761904756,-1.5,0.023809523809523808,-0.6190476190476191,0.0,-1.0952380952380953,0.0,0.0,-2.0,0.0,0.0,-17.0,0.0,0.0
keyboardio/Kaleidoscope,2d3eeebbeaef4ae05f8bcef3620a70fb927b1dc6,6c8bf9e99a810d0e9febaf07091c6233a4181ad6,-7.0,0.023809523809523808,0.0,0.0,0.0,0.16666666666666663,0.0,0.0,0.0,-0.9999999999999998,0.04761904761904756,-1.5,0.023809523809523808,-0.6190476190476191,0.0,-1.0952380952380953,0.0,0.0,-2.0,0.0,0.0,-17.0,0.0,0.0
FALCONN-LIB/FALCONN,12d11ea117dcefb1996626e7c8374dd6e34542d9,353ab32eeee090d392b98f38384f5134aea81944,-1.0,0.0021141649048625755,0.0024489795918367363,0.010042283298097254,0.0,-0.03594080338266381,0.0,0.0,0.0010570824524312877,0.015856236786469413,0.0077551020408163085,-0.6538775510204093,0.013213530655391104,0.004228329809725151,-1.7156862745098032,-0.1518367346938776,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
WikiEducationFoundation/WikiEduDashboard,0bbedadf1ef26f151914cfc570f9d715d66c04cc,24e05d0718964df54c0d44115cc221fa2750bda8,6.0,-0.0043591979075849885,0.07,0.07236268526591111,-0.11071428571428572,-0.020924149956408122,0.0,0.0,0.0,0.23461091753774665,0.033333333333333326,-1.1607142857142847,0.6477768090671315,0.0,-0.529411764705884,-0.14571428571428546,0.0,0.0,0.0,126.0,24.0,11.0,0.0,0.0
Strider-CD/strider,8f69c481f98ebfad227f52d1244b9c8a0d5aaef8,62edfb78b1b8a6c0aefc0357212429c61cca58bd,2.0,0.0,0.13986013986013987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09790209790209792,-1.4195804195804183,0.10000000000000009,0.0,0.0,-0.2517482517482519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
puppetlabs/puppetlabs-postgresql,337595646688eec3c4f26ace51d1b3e8b7f5ad07,d7625d56a4b08edc22cae7f2be09e224ea8f02d1,-20.0,0.0026536930561698313,0.0,-0.03459629465821412,0.0,0.026242075777679452,0.19580419580419672,-0.00029485478401887477,0.0009968102073365237,-0.17042606516290792,-0.013465035136861814,-1.178731141579437,0.019558700673251717,-0.039707110914541266,0.0,-0.2184382524939803,0.0,0.0,0.0,0.0,0.0,-87.0,-2.0,0.0
Antabot/White-Jotter,456a77e968f79aadaec3758a29af7af5b95b7cfa,ec35c03f8744b748efdfc23189f70c716513650c,0.0,0.019230769230769218,0.0,0.038461538461538436,0.043478260869565216,-0.17307692307692313,0.0,0.0,0.0,-0.125,0.019607843137254943,0.5217391304347814,0.03205128205128205,0.012820512820512803,-2.2666666666666657,-0.38095238095238093,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0
cobbler/cobbler,cf3cc26eba9bc672bea9a5a5f22c3c7a988ea09d,3d3dcd35df04fb38b0a8e1128557017a59df9baa,7.0,0.0,0.0,0.06306306306306309,0.0,-0.012612612612612706,0.0,0.0,0.0,1.5873873873873876,0.06936936936936944,-0.49279279279279464,-0.03063063063063054,0.0,-2.549999999999997,1.6963963963963966,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0
django-extensions/django-extensions,ee1c7b9518a9e8f8a4c873d61a21ac7d37d46bea,0ad61ae76b121344ccd2ad4bbf4af4e4b5b8f70e,5.0,0.0,-0.0020000000000000018,0.0,0.04,0.0,0.0,-0.01366666666666666,0.0,-0.20713548577325636,0.0,0.7710000000000008,0.0,0.0,0.0,-0.07500000000000018,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
TechEmpower/FrameworkBenchmarks,6b0d143aa517356ae75ce9bea7736539d5550196,91be219cd56f2f40108bca98aff0d86a14f4143a,1.0,0.0007598784194527974,-0.0003169907016060819,-0.0004559270516717312,-0.0006692025922795108,-0.00197568389057734,0.0,0.0,0.0,0.004716981132075304,-0.0004026845637583945,0.009298393913780956,-0.0007092198581560294,0.0,0.0,0.0037686672302053026,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Bareflank/hypervisor,c4a88d13f8f3dfd94f224410e8efd1d4c7def3e3,ffe799f24771a2a51635e24ee8881a76847a8bd0,9.0,0.002501233002184175,0.0012731077781653333,0.0009864017473402154,0.004290198814091373,-0.003699006552525974,0.0,0.001743983257760734,0.004273504273504272,-0.043447293447293145,-0.0003432494279176357,-0.08379839553540336,-0.03114211230888464,0.030155710561544424,1.648627450980392,0.011504424778761013,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0
RESTful-Drupal/restful,04b612f24a16ba758a27cb491579230c9bb897d7,7e211368d31d73523ab3c17f7e0c6c48acc198bc,-1.0,0.0016949152542372892,0.0012210012210012167,0.00706214689265533,0.002564102564102555,0.024576271186440568,0.0,0.00024420024420024333,0.0,-0.0085443037974684,0.003105590062111807,0.39499389499389537,-0.011581920903954712,0.007909604519774016,0.0,0.018976279650436467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
netdata/netdata,9c807630ea5e10144892a5bfc5379b36c2a63e8d,8f6b2bba3e0d82b27b26b7da1022e49fe9e09482,8.0,0.02487873572210922,0.016098484848484855,-0.0018776404318572304,-0.006628787878787873,-0.12517602879048684,1.5,0.008522727272727272,0.009231732123298392,-0.04193396964481311,-0.007046070460704601,-1.7339015151515156,-0.1361289313096543,-0.014082303238929755,0.0,-0.1737127371273708,4.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
kontena/kontena,359c045ba53dc9b9971089dabd0bd03d0ea9eeec,9d7cf526f1624f5a9369f4a1f6d363d4823e5ea4,7.0,-0.010406698564593309,0.0,0.007535885167464174,-0.004186602870813398,-0.017942583732057427,-0.0219780219780219,-0.004545454545454547,-0.005861244019138762,0.10956937799043054,0.007535885167464174,-0.28899521531100447,-0.12966507177033493,0.0,0.0,0.1203349282296644,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0
puppetlabs/puppetlabs-mysql,7f7c84023609e0c66d7b081e94dd9d9607932bbf,6b2347219ca162f84df37b68a40da84e36b4cfcd,20.0,-0.0040322580645161255,0.0,0.04900744416873448,0.0,-0.04280397022332505,-0.42424242424242564,-0.0009305210918114093,-0.00157865656326466,0.22518610421836183,0.022642679900744422,0.4475806451612918,-0.08374689826302728,0.05148883374689822,0.0,0.2503101736972706,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
apereo/cas,ab43940c131f6e76b99a159c97820b9ee16493d6,1d6655f7d54ba69e3b3a276ffb8aaee835171d7b,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.026785714285711748,0.0,0.0,-0.055555555555557135,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chainer/chainer,4838760d34a59b23151b23250f7f8ffd36a23f43,2f6bfd43788cf892cfbaef686cad1175ac93fc26,-29.0,0.09307065217391303,0.06265664160401002,0.1263586956521739,-0.02857142857142857,-0.1596467391304348,2.4190476190476193,0.15526315789473683,-0.026809210526315783,0.4674342105263154,0.10758513931888541,-3.714035087719296,-0.003396739130434756,-0.17527173913043476,18.56756756756757,-0.8048872180451125,5.0,0.0,0.0,-59.0,0.0,-56.0,0.0,-71.0
salesforce-ux/design-system,2bdc8d5775bdb21c1d5937855ca7780655ac7981,8ea8c7199acea5120b37906ee9acd1c003773b1b,1.0,0.0,0.0,-0.05128205128205121,0.0,0.03205128205128205,0.0,0.0,0.0,0.0641025641025641,-0.05128205128205121,0.9679487179487154,-0.019230769230769218,0.0,-5.5,-0.012820512820512775,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
jazzband/django-redis,81eac0ed219a8240da7e01b64934505c82487be2,4893a3566e40169bd1a3b6387f9d53ffce5bbb21,0.0,0.0,0.0,0.0,0.0,0.04166666666666674,0.0,0.0,0.0,0.0,0.0,0.20370370370370594,0.0,-0.08333333333333333,1.2000000000000028,0.018518518518518157,0.0,0.0,0.0,11.0,0.0,0.0,0.0,12.0
ezsystems/ezpublish-kernel,f31d1c02b60091c9dfa582645ebb003ce70dbf7b,233587af0b093ab74b4fc241fd57a27a084e4736,-4.0,-0.12934879571810887,0.006806579693703907,-0.00951531370799874,-0.015882019285309135,-0.0306274159976212,0.2333333333333325,-0.06834940442427678,0.0031225604996096834,-0.07962529274004693,-0.012655644008981448,-0.5113442994895081,-0.1959559916741005,0.010704727921498625,0.0,-0.1453881278538809,0.0,0.0,0.0,0.0,-3.0,-5.0,0.0,0.0
moodle/moodle,1c4e22225686fe21522f9cf815552d5ea7fcfe24,33d6ef326651e646b32b4e7ea824748f71c9f083,17.0,-0.003330473835595704,-0.008204514783462152,0.012564969470656523,-0.017727886148938776,-0.03320381490639357,0.0,0.010980247822353087,0.004428186368887171,0.46938775510204067,0.013880971382966595,-0.624739295791926,0.017409295049704815,0.0026240096886511743,-1.598474801061009,0.4882095791186698,0.0,1.0,4.0,0.0,1.0,8.0,1.0,0.0
aspnet/Routing,42e9b58bb76cb576f9ddaac88a2dd939de9c9549,a6fe68a301a0858d52bd72a73bca8b3a70248275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ulisesbocchio/jasypt-spring-boot,17d02c0cac45cb1d2534fe46307d8297d780d50d,e463c98d4d22b0850fb3375f232c6b369ec9f5db,2.0,0.0,0.0,-0.33333333333333337,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,-0.33333333333333337,-3.666666666666666,0.3333333333333333,0.0,0.0,0.33333333333333326,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
elastic/puppet-logstash,a150fceb550128ca213366c0b69f9c3593680a37,1062b8bde0bd94480ca4a391d0ce4e4d34a27190,-1.0,0.012987012987012991,0.0,0.021645021645021634,0.0,-0.015151515151515138,0.0,0.010822510822510817,0.0,0.012987012987013102,0.021645021645021634,-0.3073593073593095,0.05844155844155852,0.0,2.0833333333333357,-0.09090909090909083,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0
varnishcache/varnish-cache,270cc2b4a485ec8add5ecc02c37da337533ec6c7,f39c63936aeee8ced537ab9206d06e14b230fb6f,6.0,-0.08214285714285718,0.0,-0.032589285714285765,0.0,-0.15803571428571428,0.0,-0.005357142857142859,-0.035886818495514144,0.16428571428571415,-0.02857142857142858,-3.370089285714286,-0.04285714285714287,-0.09732142857142856,-10.012170385395542,-0.1955357142857146,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,-1.0
sonata-project/SonataMediaBundle,dfd8fb7a6bff0da1243e515d6c5c0c06a5ead880,d8c7bdd6f1ed5e64ea12277608c619a2e0871453,-1.0,-0.10194805194805195,0.0021634615384615308,-0.022402597402597424,0.0,-0.06655844155844148,-0.0625,-0.05865384615384617,-0.03538961038961039,0.034415584415584455,-0.006249999999999978,-2.904807692307692,-0.13181818181818183,-0.10324675324675328,3.0333333333333314,-0.31874999999999964,12.0,-1.0,0.0,48.0,0.0,-13.0,-3.0,46.0
urho3d/Urho3D,cddef2ca5293ae749f61e4af92f2ea0304ebb812,f28d29cf2df6c99c954ed127ab23142748dd046b,-5.0,-0.1301145662847789,0.0018532246108228338,-0.03477905073649756,0.020385470719051113,0.16857610474631768,-0.31252549979600097,-0.13602668643439586,0.014320785597381341,-0.07201309328968897,-0.04535147392290251,0.3313565604151165,-0.01759410801964023,0.07364975450081834,0.0,0.14588057445200242,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,0.0
Anuken/Mindustry,5298d36eab5d928171dae1cec1542e27a908fd66,a8dfcef5ffbf53f1dd09ba853ed83e2668b4f1af,2.0,0.0,-0.018939393939393923,0.05555555555555558,-0.0037878787878787915,-0.15277777777777768,0.0,0.0,0.0,0.1609907120743035,0.05383022774327123,0.2727272727272734,-0.048611111111111105,0.0,0.0,0.18181818181818166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
envygeeks/jekyll-assets,e961f7f45a9cc1b47b90d66d13d6ee80da8bf55e,2f2ad4836c5143cc1799abfbef8b872d62d492fe,-13.0,-0.0018382352941176475,-0.2127659574468085,-0.005514705882352922,-0.10638297872340426,0.0018382352941176405,0.0,0.0,0.0,0.07720588235294112,0.1358543417366947,4.757822277847309,-0.08272058823529416,0.0,0.0,0.8627450980392157,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
mushorg/conpot,004116f9be3213ac543b65acb6a3dbb35e8b5c0e,8bf0415c6a5dea16c584303ae697aacabca560fd,-11.0,0.028205128205128188,0.0,0.08717948717948715,-0.02,-0.13948717948717948,0.0,0.0,0.0,-0.838974358974359,0.08717948717948715,1.995897435897433,0.14564102564102555,0.01128205128205128,0.0,-0.7174358974358972,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0
mne-tools/mne-python,41c76049c23739fd4b1fdd16b073f1db5f6f7cf2,1595660788caf3217335f6b40450e3ddccc5e13a,-5.0,-0.10350369656059144,0.001132246376811594,0.022500803600128585,0.08605072463768115,0.11025393764062996,0.0,0.01698369565217392,-0.07498585172608943,-0.2886247877758912,0.021712158808933,3.4513134057971016,0.06428801028608166,-0.2327225972356156,3.1746379991224174,-0.3869731800766276,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0
overtrue/easy-sms,25e8ec71696b72a3c9d500a36292ba1b5fee06c2,322dd21fb37d47d47a19a07209416c7f63ae77b7,1.0,0.0,-0.019047619047619035,-0.054545454545454564,0.0,-0.018181818181818077,0.0,0.0,0.0,0.10909090909090902,-0.028571428571428525,-0.5333333333333332,0.3090909090909091,0.0,0.0,0.09523809523809534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
winstonjs/winston,282ac5531a016d83a8f3b727b4e4d48df65a7ed3,f7591abaf293bccda3645f187897ed68a304be91,4.0,0.0,0.01601830663615561,0.07894736842105265,0.0,-0.05592105263157898,0.0,0.0,0.0,-0.006578947368421018,0.05720823798627006,-0.5743707093821513,0.06578947368421051,0.0,0.0,-0.14187643020594987,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cytopia/devilbox,5a3b90dadd9209fd08418c126447e8a6840eb64a,92dcc0cec698a72d7cffe1b2863bd62523edfe97,3.0,-0.06043956043956042,0.018364418938307037,0.0714285714285714,0.017216642754662836,-0.04395604395604402,0.0,-0.0012912482065997113,-0.018506493506493506,-0.08701298701298699,0.0,-1.1037302725968416,0.09890109890109877,-0.18681318681318676,-1.3589743589743613,-0.342217484008529,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0
lisa-lab/DeepLearningTutorials,a240027cd7498c0ae023e9b350dd66d393528a3e,1ac95d384bc07bf89e124b8cb9e54f91dc11679e,-4.0,0.0,0.011059907834101379,0.0,-0.08110599078341013,0.05263157894736836,0.0,0.0,0.0,0.0,0.0,-2.6000000000000014,0.0,0.0,0.2307692307692335,0.045454545454545414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polybar/polybar,747cdfe7f56eea383d6654d9108898d29ff772fc,d43a4a8d9d59492faafea74283663223346e9373,-8.0,-0.013580931263858093,-0.009628485784358265,-0.08980044345897997,0.005086747206830777,0.04711751662971175,0.3000000000000007,-0.011081842129167047,0.0,-0.06153846153846132,-0.02294534835210682,-0.38441275320192503,0.010809312638580926,-0.07815964523281593,0.0,-0.08208149239077045,0.0,0.0,0.0,0.0,0.0,-18.0,-2.0,0.0
serverless/serverless,a1b0e24c7c481979298db5c0825ff452b0f95631,526b21b99425131e00930e6dfc5f8222c17291f3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004291845493561652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
