FileName,Loc,AvgAssignment,AvgBlankLines,AvgColon,AvgComment,AvgDash,AvgEnvLenght,AvgEnvVariable,AvgIfStatement,AvgIndentation,AvgKeyword,AvgLineLenght,AvgNumber,AvgParenthesis,AvgScriptLenght,AvgSpace,MaxEnvLenght,MaxEnvVariable,MaxIndentation,MaxLineeLenght,MaxNumber,MaxOccurencesCharacter,MaxOccurrencesEnv,MaxScriptLenght
f38e6c63e9bed2aea5dffcf058fca13f7917365b.yml,19,0.06666666666666667,0.21052631578947367,0.8666666666666667,0,0.3333333333333333,12.0,0.05263157894736842,0,2.4,0.6842105263157895,8.842105263157896,0.2,0,0,2.6315789473684212,12,1,6,30,2,14,1,0
8392578216548c01713319df199c7344e056ba24.yml,20,0.125,0.2,0.875,0,0.25,12.0,0.1,0,2.375,0.7,10.0,0.1875,0,0,2.6,12,1,6,33,2,15,2,0
10efab54d7ac40361e999469bf410cb056905a65.yml,73,0.3972602739726027,0,0.2328767123287671,0,1.3835616438356164,12.833333333333334,0.1780821917808219,0.0547945205479452,3.6986301369863015,0.2054794520547945,21.26027397260274,0.2191780821917808,0.2191780821917808,28.333333333333332,5.041095890410959,14,2,8,184,2,116,10,191
97b2bbd5640590ca5ed7df63c7cdbbab90c192a7.yml,74,0.40540540540540543,0,0.22972972972972974,0,1.7432432432432432,12.923076923076923,0.1891891891891892,0.05405405405405406,3.7027027027027026,0.20270270270270271,22.986486486486488,0.21621621621621623,0.21621621621621623,28.333333333333332,5.202702702702703,14,2,8,184,2,129,11,191
e7c05b1fda999e5676289386a956dc56df03eec2.yml,659,0.47145187601957583,0.019726858877086494,0.3442088091353997,0.05007587253414264,1.234910277324633,9.651041666666666,0.291350531107739,0.045171339563862926,6.031152647975078,0.329073482428115,27.25948406676783,1.265905383360522,0.38499184339314846,45.73869346733668,7.848854961832061,17,1,10,171,22,873,86,173
f08c8ef9b7d7cf8bbdb744636f64515ac072569d.yml,650,0.47029702970297027,0.02,0.3481848184818482,0.047692307692307694,1.2376237623762376,9.651041666666666,0.2953846153846154,0.044233807266982623,6.052132701421801,0.33279483037156704,27.141538461538463,1.2722772277227723,0.3564356435643564,46.125,7.848297213622291,17,1,10,171,22,863,84,173
3c2e20df794220524b6dbe25187e46bd8ac6b296.yml,66,0.11320754716981132,0.09090909090909091,0.37735849056603776,0.10606060606060606,1.3962264150943395,5.333333333333333,0.045454545454545456,0,2.7,0.3389830508474576,20.333333333333332,0.33962264150943394,0.1509433962264151,32.57142857142857,5.2727272727272725,11,1,10,68,3,76,3,73
f9f628da82520822fc98b896621ff344f8d8b712.yml,76,0.08571428571428572,0.07894736842105263,0.2857142857142857,0,1.3,5.333333333333333,0.039473684210526314,0,2.8,0.2631578947368421,17.5,0.3142857142857143,0.11428571428571428,22.26923076923077,4.828947368421052,11,1,10,68,3,91,3,73
4d9a4d33bc2f6c5c107bd28d04e3384d97f3f36a.yml,33,1.4242424242424243,0,0.7575757575757576,0,3.3636363636363638,17.571428571428573,0.42424242424242425,0.030303030303030304,0.5454545454545454,0.6363636363636364,123.75757575757575,8.272727272727273,5.636363636363637,199.35294117647058,9.484848484848484,23,6,4,426,36,178,15,444
a8bcbb05f4067a589d76f9a96f8f61fc6efaad91.yml,35,1.2857142857142858,0,0.7142857142857143,0,3.1142857142857143,17.571428571428573,0.4,0.02857142857142857,0.6285714285714286,0.6,114.02857142857142,7.8,3.657142857142857,172.05263157894737,8.285714285714286,23,6,4,426,36,183,15,444
20ddc1e0864da817a6d7dcb7168838803452e852.yml,387,0.3878116343490305,0.03875968992248062,0.6537396121883656,0.03359173126614987,0.8836565096952909,10.225806451612904,0.3152454780361757,0.0027397260273972603,6.50958904109589,0.6143617021276596,22.674418604651162,0.6565096952908587,0.11080332409972299,29.0,7.586842105263158,17,3,12,149,12,477,40,100
ed6168f7cee42dd42a93a7c8a11cb535b11932b2.yml,328,0.4605263157894737,0.042682926829268296,0.7828947368421053,0.042682926829268296,0.8848684210526315,10.225806451612904,0.3719512195121951,0.003257328990228013,5.485342019543974,0.7327044025157232,27.402439024390244,0.7828947368421053,0.20394736842105263,29.0,7.099688473520249,17,3,11,219,12,490,40,100
a5d73d4d7240a079b53cdb3e7d82985598e0529c.yml,250,0.40186915887850466,0.064,0.5934579439252337,0.128,0.9719626168224299,10.25,0.288,0.004424778761061947,4.893805309734513,0.5347826086956522,24.872,0.5186915887850467,0.14953271028037382,27.52173913043478,6.099173553719008,17,3,12,149,5,283,23,100
20ddc1e0864da817a6d7dcb7168838803452e852.yml,387,0.3878116343490305,0.03875968992248062,0.6537396121883656,0.03359173126614987,0.8836565096952909,10.225806451612904,0.3152454780361757,0.0027397260273972603,6.50958904109589,0.6143617021276596,22.674418604651162,0.6565096952908587,0.11080332409972299,29.0,7.586842105263158,17,3,12,149,12,477,40,100
622048ffb08b716019259e56c97ff07c10a8338e.yml,352,0.012738853503184714,0,0.11464968152866242,0.5539772727272727,1.1337579617834395,0,0,0,0.8465909090909091,0.10828025477707007,27.12784090909091,0.9745222929936306,0.08917197452229299,39.648648648648646,3.1306818181818183,0,0,2,156,16,443,0,162
65a36948c0bff2889c6e6ed88a153ae666a1acbe.yml,352,0.012738853503184714,0,0.11464968152866242,0.5539772727272727,1.1337579617834395,0,0,0,0.8465909090909091,0.10828025477707007,27.12784090909091,0.9745222929936306,0.08917197452229299,39.648648648648646,3.133522727272727,0,0,2,156,16,443,0,162
ef5225b776c4592d4815ae6134e6174c65542da9.yml,96,0.3150684931506849,0.125,0.5205479452054794,0.11458333333333333,0.9863013698630136,28.5,0.03125,0.05952380952380952,2.857142857142857,0.38823529411764707,23.041666666666668,1.0547945205479452,0.2191780821917808,44.904761904761905,4.46875,30,1,6,182,26,119,1,154
48b05838666cc1670ea10d83fe303c3cf1d104d6.yml,95,0.3380281690140845,0.12631578947368421,0.5352112676056338,0.12631578947368421,1.0140845070422535,28.5,0.031578947368421054,0.0821917808219178,2.4794520547945207,0.39759036144578314,24.431578947368422,1.0845070422535212,0.2535211267605634,51.35,4.094117647058823,30,1,6,182,26,121,1,154
cb94d184405997977d92d7a7e49559ec5d081e5b.yml,234,0.9243697478991597,0.1623931623931624,0.5798319327731093,0.3333333333333333,1.3949579831932772,8.0,0.06837606837606838,0.06153846153846154,2.605128205128205,0.36942675159235666,39.22649572649573,2.0672268907563027,1.1260504201680672,51.17741935483871,4.703862660944206,8,1,10,182,30,210,16,147
31c08e11b596f70839ac440716ee6c7618540a51.yml,272,1.2519685039370079,0.17647058823529413,0.5905511811023622,0.3602941176470588,1.8425196850393701,8.294117647058824,0.0661764705882353,0.13004484304932734,2.3587443946188342,0.3485714285714286,40.1360294117647,2.141732283464567,2.031496062992126,83.79629629629629,5.136531365313653,13,1,12,182,30,250,31,161
f31295a004e019c85a661bd3859aa649703b3949.yml,297,0.961038961038961,0.15151515151515152,0.5844155844155844,0.3333333333333333,1.2272727272727273,9.23913043478261,0.15824915824915825,0.055776892430278883,3.043824701195219,0.3969849246231156,38.36363636363637,1.8246753246753247,1.051948051948052,45.521126760563384,4.986486486486487,13,3,12,182,30,236,16,138
41c621ba0face4cc73b813d6411eeccc32b65249.yml,265,0.9708029197080292,0.15849056603773584,0.583941605839416,0.3283018867924528,1.313868613138686,8.0,0.07547169811320754,0.06306306306306306,2.873873873873874,0.3854748603351955,38.85283018867924,1.9562043795620438,1.1532846715328466,51.38461538461539,4.909090909090909,8,1,12,182,30,227,21,147
af1d2a8f8d3808aa58e65aba73037e9ca403b8dc.yml,51,0.32608695652173914,0.0196078431372549,0.45652173913043476,0.0784313725490196,3.239130434782609,2.0,0.23529411764705882,0,1.68,0.3191489361702128,48.15686274509804,1.7826086956521738,0.34782608695652173,63.714285714285715,5.098039215686274,2,6,4,143,13,163,17,156
1bb484b6c163cae76a877f5fd9ec5dc69a6b3ef8.yml,50,0.3333333333333333,0.02,0.4666666666666667,0.08,3.2,2.0,0.24,0,1.6734693877551021,0.32608695652173914,47.9,1.8222222222222222,0.35555555555555557,63.705882352941174,5.06,2,6,4,143,13,158,16,156
6e7b27c556df46c5822c479933e1a0a54ae0dcb6.yml,81,0.17543859649122806,0.09876543209876543,0.47368421052631576,0.2345679012345679,1.1228070175438596,11.0,0.024691358024691357,0.0273972602739726,4.657534246575342,0.4153846153846154,19.234567901234566,0.38596491228070173,0.17543859649122806,24.4375,5.802469135802469,11,1,12,98,4,64,3,107
68487f540044626c0b7b752d9fdf9a5b4ed26e77.yml,87,0.18333333333333332,0.11494252873563218,0.4666666666666667,0.22988505747126436,1.1,11.0,0.022988505747126436,0.025974025974025976,4.51948051948052,0.4,18.436781609195403,0.43333333333333335,0.16666666666666666,24.058823529411764,5.551724137931035,11,1,12,98,4,66,3,107
44d0d9bc1f93da603b8e14c9499e086e220f4694.yml,88,1.0,0.045454545454545456,0.2765957446808511,0.42045454545454547,2.276595744680851,13.6,0.5113636363636364,0,1.9523809523809523,0.17647058823529413,42.20454545454545,1.9148936170212767,0.1702127659574468,46.1,5.556818181818182,18,5,4,117,8,107,11,125
9dc94bf1f28eb64b2c02172c47b175c75757699f.yml,76,1.0217391304347827,0.05263157894736842,0.2826086956521739,0.34210526315789475,2.282608695652174,13.6,0.5921052631578947,0,2.2222222222222223,0.18,40.921052631578945,1.9565217391304348,0.21739130434782608,47.3448275862069,5.815789473684211,18,5,4,117,8,105,13,125
eea7475e57c6c3d28f8a95b69f99044b6712c257.yml,97,0.3902439024390244,0.09278350515463918,0.47560975609756095,0.061855670103092786,0.6951219512195121,14.705882352941176,0.17525773195876287,0.06097560975609756,4.573170731707317,0.4065934065934066,16.38144329896907,0.17073170731707318,0.36585365853658536,35.266666666666666,5.373626373626373,18,1,11,170,2,81,8,175
3b2bb854be2e65c500ad7433e10a67d8a2c69fc7.yml,229,0.7371134020618557,0.021834061135371178,0.20103092783505155,0.13537117903930132,1.1185567010309279,13.15,0.18777292576419213,0.09375,4.058035714285714,0.12562814070351758,33.56768558951965,0.7680412371134021,0.8350515463917526,42.11764705882353,7.2663755458515285,18,1,11,237,28,294,17,245
bec7fa72c1b3474b63d0965ca799cbcd5626bb74.yml,239,0.49044585987261147,0.15481171548117154,0.6050955414012739,0.18828451882845187,1.3248407643312101,8.333333333333334,0.100418410041841,0.015,5.03,0.4536082474226804,22.91213389121339,0.8598726114649682,0.6878980891719745,46.325581395348834,6.139240506329114,10,2,14,103,6,208,23,113
211e195d8f9dd6fa967a5741387fb5eae1ff351b.yml,155,0.5179856115107914,0.05806451612903226,0.5683453237410072,0.04516129032258064,1.2517985611510791,11.076923076923077,0.16774193548387098,0.08275862068965517,5.862068965517241,0.49324324324324326,28.948387096774194,0.8561151079136691,1.0215827338129497,58.54545454545455,7.642857142857143,13,2,12,159,9,174,16,167
657fcac78c497995e906b1099b16bc29c930f343.yml,87,0.45614035087719296,0.16091954022988506,0.40350877192982454,0.1839080459770115,1.4210526315789473,5.0,0.27586206896551724,0,1.8115942028985508,0.28169014084507044,20.402298850574713,0.6666666666666666,0.03508771929824561,35.172413793103445,3.5903614457831323,7,3,6,175,4,91,8,190
a8e49c437ae3e91d1f874fc999bed376bb5881e6.yml,126,0.37681159420289856,0.1984126984126984,0.3188405797101449,0.25396825396825395,2.3333333333333335,5.0,0.19047619047619047,0,1.4948453608247423,0.2127659574468085,24.3015873015873,0.7536231884057971,0.028985507246376812,46.41463414634146,3.8934426229508197,7,3,6,124,7,184,8,136
46174879efbd6bad0c8d5105429562ab3cb1e9df.yml,290,0.2621951219512195,0.16206896551724137,0.676829268292683,0.27241379310344827,1.9390243902439024,9.5625,0.05862068965517241,0.0223463687150838,4.312849162011173,0.4928909952606635,30.344827586206897,0.9024390243902439,0.8292682926829268,75.25,5.367256637168142,12,1,10,1115,27,334,17,1183
5db41313ba4b8652c90af2294871a662387210e9.yml,308,0.2621951219512195,0.15584415584415584,0.676829268292683,0.3116883116883117,1.9390243902439024,9.5625,0.05519480519480519,0.02040816326530612,3.938775510204082,0.49056603773584906,33.256493506493506,0.9024390243902439,0.8292682926829268,75.25,5.110655737704918,12,1,10,1115,27,334,17,1183
7bc5cb2e5ba428d909d4b5536bd0848f0330dd70.yml,64,0.375,0.078125,0.9375,0.421875,0.53125,12.0,0.1875,0,3.875,0.8108108108108109,28.671875,0.3125,0,21.0,4.405405405405405,12,2,6,67,4,33,8,25
f51b3cb8b76158e1c59df0d842ea572ceaad4f62.yml,63,0.8387096774193549,0.07936507936507936,0.9354838709677419,0.42857142857142855,1.7741935483870968,11.25,0.15873015873015872,0,4.0,0.8055555555555556,34.317460317460316,0.41935483870967744,0,21.0,4.916666666666667,12,3,6,167,4,55,6,25
00a6eb6687d6b3f658b20c8cdd7224bf85b0741a.yml,124,1.065217391304348,0.06451612903225806,0.5978260869565217,0.1935483870967742,1.2608695652173914,8.0,0.4838709677419355,0.043478260869565216,3.5043478260869567,0.49,26.725806451612904,0.9456521739130435,0.5434782608695652,44.906976744186046,7.414634146341464,15,4,8,215,39,146,19,221
e6c345a7ddd41875f0d83472f6e8e0251aa2a2f8.yml,84,1.943661971830986,0.08333333333333333,0.5492957746478874,0.07142857142857142,2.788732394366197,4.857142857142857,0.3333333333333333,0.06578947368421052,3.6842105263157894,0.4230769230769231,43.63095238095238,1.619718309859155,0.4788732394366197,40.473684210526315,9.855421686746988,15,5,8,199,11,198,17,206
775e42fc8882c1443977ed97010ff0631ce6f3cf.yml,128,1.09375,0.0625,0.5729166666666666,0.1875,1.2604166666666667,8.580645161290322,0.4921875,0.04201680672268908,3.5294117647058822,0.47115384615384615,27.2265625,0.9166666666666666,0.5208333333333334,44.52173913043478,7.354330708661418,15,4,8,245,39,149,19,252
dc0be35d69569f5aa8ccfedff47c16d0da08c9e2.yml,87,1.9333333333333333,0.06896551724137931,0.52,0.06896551724137931,2.7066666666666666,5.741935483870968,0.3563218390804598,0.0625,3.7125,0.4074074074074074,44.0919540229885,1.5466666666666666,0.4533333333333333,40.36585365853659,9.767441860465116,15,6,8,229,11,203,17,237
5032c9104d84ad56e6afe406aa0081b492462fde.yml,31,0.18518518518518517,0.12903225806451613,0.4074074074074074,0,2.074074074074074,0,0,0,1.7037037037037037,0.3225806451612903,32.29032258064516,0.8518518518518519,0.14814814814814814,51.36842105263158,5.161290322580645,0,0,4,121,4,66,0,122
b2bebb9821a8d4af76d5ebfc9a4217879460d93d.yml,38,0.11764705882352941,0.10526315789473684,0.3235294117647059,0.05263157894736842,1.911764705882353,0,0,0,1.7647058823529411,0.2631578947368421,32.81578947368421,0.6764705882352942,0.11764705882352941,46.208333333333336,4.7631578947368425,0,0,4,121,4,80,0,122
48e61eea1d377c4d45526410c486a81dc47a8c58.yml,437,0.568445475638051,0.004576659038901602,0.9466357308584686,0.013729977116704805,0.6194895591647331,6.181372549019608,0.47368421052631576,0.041379310344827586,5.135632183908046,0.9145496535796767,19.789473684210527,0.5870069605568445,0.05568445475638051,75.62857142857143,7.2105263157894735,13,6,6,193,12,531,103,211
be019a03ce7df11a748718fb63d47f35a8c297ec.yml,438,0.6157407407407407,0.0045662100456621,0.9444444444444444,0.0136986301369863,0.7152777777777778,6.688888888888889,0.5205479452054794,0.04357798165137615,5.128440366972477,0.9124423963133641,20.86986301369863,0.6342592592592593,0.05555555555555555,74.47222222222223,7.262557077625571,13,7,6,193,12,533,103,211
fc7fe736381ff7ef43a868597efb467388a4cc26.yml,61,1.048780487804878,0.03278688524590164,0.3902439024390244,0.29508196721311475,0.7804878048780488,10.0,0.6065573770491803,0.05084745762711865,2.135593220338983,0.37209302325581395,30.327868852459016,0.1951219512195122,0.43902439024390244,24.916666666666668,4.098360655737705,10,5,8,92,2,86,12,40
8af766f0d17f489173dde51edf8c3df670eca37d.yml,53,1.3414634146341464,0.018867924528301886,0.3902439024390244,0.20754716981132076,0.7804878048780488,10.0,0.9245283018867925,0.057692307692307696,2.423076923076923,0.38095238095238093,30.50943396226415,0.1951219512195122,0.43902439024390244,24.916666666666668,4.6415094339622645,10,6,8,113,2,110,12,40
05b95c4fbe08013151562387338bcb057bff1af0.yml,58,0.075,0.1724137931034483,0.775,0.15517241379310345,0.95,0,0.017241379310344827,0,2.3902439024390243,0.62,33.1551724137931,2.9,0,0,3.1372549019607843,0,1,6,182,34,84,0,0
197b6eeb2439eca9565d0eebf483ae278fcea509.yml,69,0.075,0.13043478260869565,0.775,0.2898550724637681,0.95,0,0.014492753623188406,0,2.575,0.6326530612244898,32.130434782608695,2.9,0,0,3.2653061224489797,0,1,6,182,34,84,0,0
b02a59d76913556ffa846c6a8a89dca2a42e4497.yml,59,0.15789473684210525,0.05084745762711865,0.631578947368421,0.3728813559322034,1.131578947368421,12.0,0.01694915254237288,0,2.95,0.5853658536585366,35.40677966101695,3.210526315789474,0,33.0,4.093023255813954,12,1,6,691,114,59,2,80
db528eff4bca245f389f0b7b68d66dd9852a3216.yml,58,0.13513513513513514,0.017241379310344827,0.6756756756756757,0.39655172413793105,1.135135135135135,0,0,0,4.390243902439025,0.6578947368421053,36.62068965517241,3.2432432432432434,0,33.888888888888886,5.904761904761905,0,0,10,691,114,59,0,80
8e0fed68a27470a1e050ba57491e9741c2cd1838.yml,32,0.20689655172413793,0,0.41379310344827586,0.09375,1.3793103448275863,0,0.1875,0.03125,1.5,0.3793103448275862,40.59375,3.0,0.13793103448275862,39.5,3.875,0,2,4,180,32,47,0,91
4552aec9705d25586b25ef3ac3234291e6d8dd76.yml,29,0.20689655172413793,0,0.41379310344827586,0,1.3793103448275863,0,0.20689655172413793,0.034482758620689655,0.6896551724137931,0.3793103448275862,42.758620689655174,3.0,0.13793103448275862,39.5,2.896551724137931,0,2,2,180,32,47,0,91
